simulation_run|channel_efficiency|fairness_index
1|0,96523166666666671|0,99999921536303271
2|0,96304666666666672|0,99999853820627538
3|0,95946833333333337|0,99995087217888801
4|0,95785333333333333|0,99971860110342781
5|0,95703000000000005|0,99915616050830303
1|0,96475666666666671|0,99999998276191193
2|0,96311000000000002|0,99997086823462533
3|0,95991166666666672|0,9998521991726349
4|0,95756833333333335|0,99972800074989465
5|0,95576333333333341|0,99941795554844681
1|0,96482000000000001|0,9999999827641749
2|0,96383833333333335|0,99997941884518082
3|0,96029166666666665|0,99992627056774663
4|0,95839166666666664|0,99956150670366151
5|0,95649166666666674|0,99947518412282788
1|0,96399666666666672|0,99999998273472057
2|0,96263500000000002|0,99998649189246702
3|0,95987999999999996|0,99991198154715344
4|0,95728333333333337|0,99969965238632974
5|0,95611166666666669|0,9990987512878442
1|0,96459833333333334|0,99999999030039188
2|0,96326833333333339|0,99998369988058022
3|0,96146333333333334|0,9999035468652121
4|0,9574733333333334|0,99972675625114416
5|0,9575366666666667|0,99916124523665184
1|0,96345833333333342|0,99999975693566534
2|0,96415499999999998|0,99999030558701218
3|0,95991166666666672|0,9998995843443238
4|0,95801166666666671|0,99937625083088821
5|0,956175|0,99909292348315426
1|0,96519999999999995|0,99999999569443587
2|0,96171666666666666|0,99998577112846698
3|0,95946833333333337|0,99988878390659142
4|0,95823333333333338|0,99976781244206658
5|0,95531999999999995|0,9993318317584976
1|0,96516833333333341|0,99999991280661205
2|0,96130499999999997|0,99999566491916869
3|0,95959499999999998|0,99994307129619808
4|0,95826500000000003|0,99949492729279177
5|0,95459166666666673|0,99930348937663915
1|0,96501000000000003|0,99999827709905986
2|0,963395|0,9999921658762424
3|0,96013333333333339|0,99993003879888098
4|0,95671333333333342|0,99964626408118484
5|0,95687166666666668|0,9993387391901164
1|0,96545333333333339|0,99999998278678059
2|0,96181166666666673|0,99996988012260613
3|0,95858166666666667|0,99990035297605895
4|0,95696666666666663|0,99984422000150719
5|0,9562383333333333|0,9992650155451851
